show_id,director
s1420,Juliet May
s1421,Stanley Nelson
s1422,Olivier Nakache
s1423,Prakash Jha
s1424,Rohan Sippy
s1425,Ross Venokur
s1426,
s1427,Prakash Jha
s1428,
s1429,Rohena Gera
s1430,
s1431,
s1432,
s1433,Maite Ruiz De Austri
s1434,Jastis Arimba
s1435,Eric Summer
s1436,Kornél Mundruczó
s1437,Alejandro Ruax
s1438,
s1439,Florent Bodin
s1440,
s1441,
s1442,Sohail Khan
s1443,
s1444,
s1445,Gabriele Muccino
s1446,Hallvard Bræin
s1447,Jeff Tremaine
s1448,Christian Alvart
s1449,
s1450,
s1451,Robert Townsend
s1452,Jeff Deverett
s1453,Ron Krauss
s1454,Brian Robbins
s1455,Jeff Stilson
s1456,
s1457,Sean Penn
s1458,
s1459,Mark McQueen
s1460,Melanie Mayron
s1461,
s1462,Donald Petrie
s1463,
s1464,Tony Collingwood
s1465,Jennifer Beamish
s1466,
s1467,
s1468,Jaume Collet-Serra
s1469,Kim Dong-kyu
s1470,Lasse Hallström
s1471,Shaz Bennett
s1472,
s1473,Samar Shaikh
s1474,
s1475,Archie Hekagery
s1476,Sabrina Rochelle Kalangie
s1477,
s1478,
s1479,
s1480,Cosima Spender
s1481,
s1482,Liao Shih-han
s1483,
s1484,
s1485,Arnon Manor
s1486,Gore Verbinski
s1487,Al Campbell
s1488,
s1489,Maïwenn
s1490,
s1491,Richard Weston
s1492,Vikramaditya Motwane
s1493,
s1494,Prime Cruz
s1495,Robert Rodriguez
s1496,Andibachtiar Yusuf
s1497,Yandy Laurens
s1498,Cathy Garcia-Molina
s1499,John Mitchell
s1500,George Clooney
s1501,Liu Kuang-hui
s1502,Roger Kumble
s1503,Kristian Mercado
s1504,
s1505,Daan Jansen
s1506,
s1507,
s1508,Jay Grace
s1509,
s1510,Paul Dugdale
s1511,James Haslam
s1512,Muhammad Ali
s1513,Thomas Toby Parkinson
s1514,John Putch
s1515,
s1516,Sam Macaroni
s1517,
s1518,George C. Wolfe
s1519,
s1520,Yasmin Ahmad
s1521,Sudha Kongara
s1522,Yasmin Ahmad
s1523,Yasmin Ahmad
s1524,Juan Camilo Pinzon
s1525,Lin Oeding
s1526,Naya Anindita
s1527,Antoinette Jadaone
s1528,
s1529,
s1530,JP Habac
s1531,Alexx Media
s1532,Farishad I. Latjuba
s1533,Andrucha Waddington
s1534,Picky Talarico
s1535,Jun Lana
s1536,
s1537,Brad Peyton
s1538,Lee Daniels
s1539,
s1540,
s1541,Tom Ford
s1542,Ellena Wood
s1543,Vir Das
s1544,
s1545,Miranda de Pencier
s1546,
s1547,
s1548,
s1549,
s1550,Farhad Safinia
s1551,Shaun Paul Piccinino
s1552,
s1553,
s1554,
s1555,
s1556,
s1557,Eddie Rosas
s1558,Frank E. Abney III
s1559,James D. Stern
s1560,
s1561,Ryan Murphy
s1562,Girish Malik
s1563,
s1564,Deepa Mehta
s1565,Lai Chun-yu
s1566,Theodore Boborol
s1567,Mae Czarina Cruz
s1568,Jun Lana
s1569,Jun Lana
s1570,
s1571,
s1572,Sydney Sibilia
s1573,
s1574,
s1575,
s1576,Josiah Ng
s1577,Kirk Wise
s1578,
s1579,
s1580,
s1581,Beth Sleven
s1582,Steve Ball
s1583,John Hillcoat
s1584,
s1585,Tate Taylor
s1586,
s1587,Jalil Lespert
s1588,Su I-Hsuan
s1589,Clint Butler
s1590,
s1591,
s1592,Erik Kling
s1593,Detlev Buck
s1594,
s1595,
s1596,David Fincher
s1597,
s1598,Amanda Raymond
s1599,Jason Paul Laxamana
s1600,Marc Fouchard
s1601,Darragh O'Connell
s1602,Roberto Santucci
s1603,Dado C. Lumibao
s1604,
s1605,August Jakobsson
s1606,
s1607,Anna Wieczur-Bluszcz
s1608,
s1609,McG
s1610,Damien O’Connor
s1611,Ron Howard
s1612,
s1613,Jon Favreau
s1614,Richard Laxton
s1615,
s1616,
s1617,Gil Kenan
s1618,Phil Burgers
s1619,
s1620,
s1621,Pierre Morel
s1622,Simon Wincer
s1623,
s1624,
s1625,Ron Howard
s1626,
s1627,Brian Henson
s1628,
s1629,
s1630,Derick Cabrido
s1631,Marla M. Ancheta
s1632,Jen McGowan
s1633,Bernie Denk
s1634,Brian Skiba
s1635,
s1636,Stanley Moore
s1637,Oliver Bokelberg
s1638,Ángel Gómez Hernández
s1639,
s1640,
s1641,
s1642,
s1643,Ludovico Di Martino
s1644,Lee Chung-hyun
s1645,Barry Gonzalez
s1646,Brian Volk-Weiss
s1647,Matthew Michael Carnahan
s1648,Cathy Garcia-Molina
s1649,Eric Bress
s1650,
s1651,Paul Dugdale
s1652,Chris Columbus
s1653,V Vignarajan
s1654,V Vignarajan
s1655,BB Sasore
s1656,Greg Rankin
s1657,Ron Howard
s1658,Carlos Sorín
s1659,
s1660,Matt Eskandari
s1661,Grant Singer
s1662,
s1663,Mohammad Adel
s1664,Debbie Allen
s1665,Robert Rodriguez
s1666,Victor Gatonye
s1667,Stephen Chiodo
s1668,
s1669,
s1670,Will McCormack
s1671,
s1672,Monica Floyd
s1673,
s1674,Anurag Kashyap
s1675,Siddique
s1676,Danish Aslam
s1677,Vibhu Virender Puri
s1678,Cathy Garcia-Molina
s1679,Anurag Kashyap
s1680,Rohit Shetty
s1681,Ribhu Dasgupta
s1682,Mike Rohl
s1683,Cathy Garcia-Molina
s1684,Shyam Benegal
s1685,
s1686,Takeshi Fukunaga
s1687,Leslie Small
s1688,
s1689,
s1690,Jeff Nichols
s1691,Sabaah Folayan
s1692,Justin G. Dyck
s1693,
s1694,
s1695,Cody Cameron
s1696,Justin G. Dyck
s1697,
s1698,
s1699,
s1700,Michael Curtiz
s1701,Damián Romay
s1702,
s1703,Avinash Walzade
s1704,David E. Talbert
s1705,Renata Terra
s1706,Edoardo Ponti
s1707,Mateo Gil
s1708,Cathy Garcia-Molina
s1709,
s1710,Paul Soriano
s1711,Ryan Coogler
s1712,
s1713,Anurag Basu
s1714,Lucas Santa Ana
s1715,Nelson McCormick
s1716,Carla Barros
s1717,
s1718,
s1719,
s1720,
s1721,Ulrike Kofler
s1722,Steven Bognar
s1723,
s1724,
s1725,
s1726,Kunle Afolayan
s1727,
s1728,Weica Wang
s1729,Aitor Arregi
s1730,Kevin Pollak
s1731,
s1732,Otoja Abit
s1733,Antoinette Jadaone
s1734,Alejandro Hartmann
s1735,Maxwell McGuire
s1736,Ruel S. Bayani
s1737,Martin Wood
s1738,
s1739,
s1740,Justin G. Dyck
s1741,
s1742,Narendra Nath
s1743,Jan-Peter Horns
s1744,Tatsushi Omori
s1745,Estela Renner
s1746,
s1747,
s1748,Zeek Earl
s1749,
s1750,Michael Kampa
s1751,
s1752,Chanda Bell
s1753,Chanda Bell
s1754,Jennifer Westcott
s1755,
s1756,
s1757,
s1758,
s1759,
s1760,
s1761,
s1762,Richard Greenberg
s1763,Peter Berg
s1764,Nicolas Pesce
s1765,Oliver Stone
s1766,
s1767,
s1768,J.A. Bayona
s1769,Christopher Cain
s1770,
s1771,Shaun Paul Piccinino
s1772,Juliana Vicente
s1773,Harald Zwart
s1774,
s1775,Stacia Crawford
s1776,Remi Weekes
s1777,Tope Oshin
s1778,Terrie Samundra
s1779,
s1780,
s1781,Olivier Marchal
s1782,
s1783,
s1784,Santiago Alvarado Ilarri
s1785,Frasco Mortiz
s1786,John Whitesell
s1787,Antonio Díaz
s1788,Nimród Antal
s1789,Bartosz M. Kowalski
s1790,James Tovell
s1791,
s1792,
s1793,Matías Gueilburt
s1794,Natasha Lyonne
s1795,Chang Chin-jung
s1796,Rajkumar Santoshi
s1797,Lance Daly
s1798,Unjoo Moon
s1799,Gil Baroni
s1800,
s1801,Thierry Demaizière
s1802,Glen Keane
s1803,Chris Sivertson
s1804,
s1805,
s1806,Kief Davidson
s1807,Jarand Herdal
s1808,Dan Villegas
s1809,Chris Foggin
s1810,Cathy Garcia-Molina
s1811,Kim Nguyen
s1812,Karen Maine
s1813,Tim Neeves
s1814,
s1815,Ben Wheatley
s1816,Richard Weston
s1817,Don Michael Paul
s1818,Maroun Baghdadi
s1819,Philippe Aractingi
s1820,Amin Dora
s1821,Philippe Aractingi
s1822,Philippe Aractingi
s1823,Maroun Baghdadi
s1824,Rana Eid
s1825,Daniel Joseph
s1826,Randa Chahal Sabbag
s1827,Maroun Baghdadi
s1828,Philippe Aractingi
s1829,
s1830,Ziad Doueiri
s1831,Shady Hanna
s1832,Maroun Baghdadi
s1833,Josef Fares
s1834,Sam Fell
s1835,
s1836,Ross Boyask
s1837,David 'Tosh' Gitonga
s1838,
s1839,Ti West
s1840,
s1841,Manolo Caro
s1842,
s1843,Aaron Sorkin
s1844,Levan Gabriadze
s1845,Rachel Talalay
s1846,Sam Liu
s1847,Peter Mimi
s1848,
s1849,
s1850,Hanung Bramantyo
s1851,Lasja Fauzia Susatyo
s1852,
s1853,
s1854,Pavitra Chalam
s1855,
s1856,Kevin Ko
s1857,Caroline Suh
s1858,Carlos Pérez Osorio
s1859,Ken Ghosh
s1860,Blair Simmons
s1861,
s1862,Indra Kumar
s1863,B. Subhash
s1864,Harshavardhan Kulkarni
s1865,
s1866,Neeraj Vora
s1867,Rajkumar Santoshi
s1868,Alex Merkin
s1869,
s1870,Puneet Khanna
s1871,Meltem Bozoflu
s1872,
s1873,Radha Blank
s1874,
s1875,Bigflo & Oli
s1876,
s1877,Eduardo Pinto
s1878,
s1879,
s1880,Steve Brill
s1881,Pavel Kostomarov
s1882,Mike Elliott
s1883,Francis Whately
s1884,Jon Izen
s1885,Christopher Nolen
s1886,
s1887,Alastair Fothergill
s1888,Amy Segal
s1889,Umut Aral
s1890,
s1891,
s1892,Umut Kirca
s1893,Alex Woo
s1894,
s1895,
s1896,
s1897,Kenneth Gyang
s1898,Sudhir Mishra
s1899,Domenico de Feudis
s1900,Burak Aksak
s1901,Oz Rodriguez
s1902,Salvador Espinosa
s1903,Adrian Teh
s1904,Brad Silberling
s1905,Elsa Flores Almaraz
s1906,Carey McKenzie
s1907,
s1908,
s1909,
s1910,Gary Ross
s1911,
s1912,Adam Bolt
s1913,Taika Waititi
s1914,Lindsey Cordero
s1915,
s1916,
s1917,David LaChapelle
s1918,
s1919,
s1920,Mostafa Abu Seif
s1921,Faris Godus
s1922,Rod Lurie
s1923,
s1924,
s1925,Stacie Passon
s1926,
s1927,Jenny Popplewell
s1928,Florian Schott
s1929,
s1930,
s1931,Tom Whitworth
s1932,Joe Mantello
s1933,
s1934,
s1935,Lee Hirsch
s1936,Page Hurwitz
s1937,Dallas Jackson
s1938,Lee Hirsch
s1939,Rajat Kapoor
s1940,Abhishek Chaubey
s1941,Rohit Shetty
s1942,Ken Ghosh
s1943,Abhishek Chaubey
s1944,Imtiaz Ali
s1945,Indra Kumar
s1946,Navdeep Singh
s1947,Anees Bazmee
s1948,
s1949,
s1950,
s1951,Rikhil Bahadur
s1952,
s1953,
s1954,Ozan Açıktan
s1955,
s1956,
s1957,
s1958,Shawn Levy
s1959,
s1960,Harry Bradbeer
s1961,Joshua Tickell
s1962,
s1963,Sophia Nahli Allison
s1964,Norihisa Hiranuma
s1965,Shigeaki Kubo
s1966,Shigeaki Kubo
s1967,Shigeaki Kubo
s1968,Yudai Yamaguchi
s1969,Shigeaki Kubo
s1970,Shigeaki Kubo
s1971,Marwan Hamed
s1972,Smeep Kang
s1973,Raja Chanda
s1974,
s1975,Tigmanshu Dhulia
s1976,Akashdeep
s1977,Rajesh Ganguly
s1978,Alankrita Shrivastava
s1979,
s1980,
s1981,
s1982,Chandra Liow
s1983,Sekhar Kammula
s1984,
s1985,Florent Bodin
s1986,Gary Andrews
s1987,Sekhar Kammula
s1988,Merawi Gerima
s1989,
s1990,
s1991,
s1992,
s1993,Kubhaer T. Jethwani
s1994,
s1995,
s1996,Antonio Campos
s1997,Carles Torras
s1998,James Watkins
s1999,Philippa Lowthorpe
s2000,Pailin Wedel
s2001,Chris Howe
s2002,Peter Sollett
s2003,
s2004,Raja Gosnell
s2005,Steve Bencich
s2006,Tosin Coker
s2007,
s2008,Javier Colinas
s2009,
s2010,
s2011,Dean DeBlois
s2012,Reinhard Klooss
s2013,
s2014,
s2015,Shaun Mir
s2016,Satish Rajwade
s2017,Abhijeet Deshpande
s2018,Mahesh Manjrekar
s2019,Mahesh Manjrekar
s2020,Prakash Kunte
s2021,Manish Saini
s2022,
s2023,Kenny Ortega
s2024,Makarand Mane
s2025,Hakan Algül
s2026,Vijay Maurya
s2027,Sameer Patil
s2028,Kenzo Maihara
s2029,Ahmed Nader Galal
s2030,McG
s2031,Arati Kadav
s2032,Maïmouna Doucouré
s2033,
s2034,Pepe Mora
s2035,Marcos Carnevale
s2036,Jeff Orlowski
s2037,Cho Il
s2038,
s2039,Pippa Ehrlich
s2040,Tolga Karaçelik
s2041,
s2042,Davis Guggenheim
s2043,
s2044,Philip Barantini
s2045,
s2046,Charlie Kaufman
s2047,Jayan Moodley
s2048,
s2049,Abba T. Makama
s2050,Antoinette Jadaone
s2051,Junior Carelli
s2052,Ertanto Robby Soediskam
s2053,Mark Steven Johnson
s2054,
s2055,
s2056,Felix Binder
s2057,Thor Freudenthal
s2058,Nguyen Thanh Tung
s2059,
s2060,Baltasar Kormákur
s2061,Dan Villegas
s2062,Conrad Helten
s2063,
s2064,
s2065,
s2066,Ayumu Watanabe
s2067,
s2068,Hitoshi Namba
s2069,
s2070,
s2071,
s2072,Chris Miller
s2073,Sean Anders
s2074,
s2075,Abbas Mustan
s2076,Duncan McMath
s2077,Dan Forgione
s2078,Francesco Carnesecchi
s2079,
s2080,Raja Gosnell
s2081,Greg Tiernan
s2082,Mark Thornton
s2083,Shamzu Zayba
s2084,Jesse V. Johnson
s2085,Brett Haley
s2086,
s2087,
s2088,Chris Roland
s2089,David Galán Galindo
s2090,
s2091,David Moreton
s2092,Lester Hsi
s2093,Cyrus Nowrasteh
s2094,
s2095,Isabel Sandoval
s2096,Nathan Wiley
s2097,
s2098,
s2099,
s2100,
s2101,Wayne Blair
s2102,
s2103,
s2104,Atul Sabharwal
s2105,Bernardo Arellano
s2106,
s2107,
s2108,Trish Sie
s2109,Hong Won-ki
s2110,
s2111,Khaled Marei
s2112,Sebastián Schindel
s2113,
s2114,
s2115,Prakash Satam
s2116,Fred Wolf
s2117,Niyi Akinmolayan
s2118,Sammaria Sari Simanjuntak
s2119,
s2120,Chairun Nissa
s2121,Tom Hooper
s2122,Sergei Bodrov
s2123,
s2124,
s2125,
s2126,
s2127,Ashutosh Gowariker
s2128,
s2129,Anna Stone
s2130,Cory Edwards
s2131,Faraday Okoro
s2132,Blair Simmons
s2133,Henry Joost
s2134,
s2135,
s2136,
s2137,
s2138,Rebecca Zlotowski
s2139,Antonio Campos
s2140,Antonio Campos
s2141,
s2142,Sharan Sharma
s2143,Rob Minkoff
s2144,Tyler Spindel
s2145,
s2146,
s2147,Vicky Wight
s2148,Kunle Afolayan
s2149,
s2150,Marc Meyers
s2151,Franziska Meyer Price
s2152,
s2153,
s2154,
s2155,Steven Rinella
s2156,Richard Weston
s2157,
s2158,
s2159,
s2160,Laura Terruso
s2161,
s2162,Martín Sastre
s2163,
s2164,Franck Nataf
s2165,Pascal Amanfo
s2166,
s2167,Stanley Moore
s2168,Savage Steve Holland
s2169,
s2170,Kristian Mercado
s2171,
s2172,Mike Doyle
s2173,Darren Grant
s2174,
s2175,
s2176,
s2177,Mike Gunther
s2178,Steve Ball
s2179,
s2180,Joseph Ruben
s2181,
s2182,
s2183,Mfanelo Ngoma
s2184,Colin Minihan
s2185,
s2186,Regina Welker
s2187,Honey Trehan
s2188,Katleho Ramaphakela
s2189,Ariel Boles
s2190,
s2191,
s2192,Álvaro Delgado-Aparicio L.
s2193,
s2194,Venkatesh Maha
s2195,Nopparoj Chotmunkongsit
s2196,Aniedi Anwah
s2197,Mickey Fonseca
s2198,Matias Mariani
s2199,Jan Komasa
s2200,Sue Kim
s2201,Paul Solet
s2202,
s2203,Ben Kasulke
s2204,
s2205,Gagan Puri
s2206,Teddy Chan
s2207,Bhavin Wadia
s2208,Tony Bancroft
s2209,Greg Rankin
s2210,Tope Alake
s2211,Fernando González Molina
s2212,Yuki Tanada
s2213,
s2214,Vince Marcello
s2215,Alex Gibney
s2216,Ahn Byoung-wook
s2217,Sibusiso Khuzwayo
s2218,
s2219,
s2220,Lisa Cortés
s2221,Wilson Yip
s2222,Dave Skinner
s2223,
s2224,
s2225,Denis Do
s2226,
s2227,
s2228,
s2229,Leslye Davis
s2230,
s2231,
s2232,Toka McBaror
s2233,Peter Sullivan
s2234,Axelle Laffont
s2235,Moses Inwang
s2236,
s2237,
s2238,
s2239,
s2240,Daniel Oriahi
s2241,Stefano Mordini
s2242,
s2243,Hayden Guppy
s2244,Stéphane de Freitas
s2245,André Odendaal
s2246,Cassia Dian
s2247,
s2248,Amro Salah
s2249,Sue Ding
s2250,
s2251,Gina Prince-Bythewood
s2252,Wouter Bouvijn
s2253,Funke Akindele
s2254,
s2255,
s2256,
s2257,Bryn Evans
s2258,Cristina Costantini
s2259,
s2260,Hannah Fidell
s2261,Chris Renaud
s2262,Scott Zabielski
s2263,Coodie
s2264,QLF
s2265,Sachin Kundalkar
s2266,Puri Jagannadh
s2267,Vishal Mahadkar
s2268,Anurag Kashyap
s2269,Anthony D'Souza
s2270,Soumendra Padhi
s2271,David Dhawan
s2272,Fuwad Khan
s2273,Nishikant Kamat
s2274,Krish
s2275,Kabir Sadanand
s2276,Rachit Kusonkoonsiri
s2277,Sudhir Mishra
s2278,Shoojit Sircar
s2279,Omung Kumar
s2280,Ribhu Dasgupta
s2281,Satish Rajwade
s2282,Umesh Shukla
s2283,Devika Bhagat
s2284,Takashi Doscher
s2285,Shubham Singh
s2286,Abbas Alibhai Burmawalla
s2287,Luv Ranjan
s2288,Vikas Bahl
s2289,Bejoy Nambiar
s2290,Neeraj Pandey
s2291,Aanand Rai
s2292,Gurmmeet Singh
s2293,
s2294,
s2295,LP
s2296,Rako Prijanto
s2297,Raoul Peck
s2298,
s2299,
s2300,
s2301,Shirley Frimpong-Manso
s2302,
s2303,Fabio Ock
s2304,
s2305,Sabina Fedeli
s2306,
s2307,
s2308,Kyran Kelly
s2309,Salvador Calvo
s2310,Cem Yılmaz
s2311,Barry Avrich
s2312,Bruce Beresford
s2313,Cem Yılmaz
s2314,
s2315,Matthew Vaughn
s2316,Michael Duggan
s2317,Almudena Carracedo
s2318,Paul Verhoeven
s2319,
s2320,Younuts!
s2321,
s2322,Troy Miller
s2323,
s2324,Obi Emelonye
s2325,Rako Prijanto
s2326,Daniel Effiong
s2327,Abhijit Panse
s2328,
s2329,Rachel Griffiths
s2330,
s2331,David Dobkin
s2332,
s2333,Oluseyi Asurf
s2334,Eduardo Roy Jr.
s2335,
s2336,
s2337,Abhijit Panse
s2338,
s2339,Ravikanth Perepu
s2340,Sooraj R. Barjatya
s2341,Sooraj R. Barjatya
s2342,Bonni Cohen
s2343,Anvita Dutt
s2344,
s2345,Gaspar Antillo
s2346,Eric Notarnicola
s2347,
s2348,Musthafa
s2349,Ishaya Bako
s2350,
s2351,Kate Mulleavy
s2352,Akhigbe Ilozobhie
s2353,
s2354,Apurva Dhar Badgaiyann
s2355,Youssef Chahine
s2356,
s2357,Elissa Down
s2358,
s2359,Guillaume Pierret
s2360,
s2361,Ozan Açıktan
s2362,Youssef Chahine
s2363,
s2364,Olivier Assayas
s2365,Junichi Sato
s2366,Youssef Chahine
s2367,Youssef Chahine
s2368,Youssef Chahine
s2369,Youssef Chahine
s2370,Youssef Chahine
s2371,Pablo Aulita
s2372,Eduardo Roy Jr.
s2373,Manatsanun Phanlerdwongsakul
s2374,Youssef Chahine
s2375,Georges Hachem
s2376,Youssef Chahine
s2377,Youssef Chahine
s2378,Peter Lepeniotis
s2379,
s2380,Jim Hosking
s2381,Paco Aguilar
s2382,Obi Emelonye
s2383,Greg McLean
s2384,
s2385,
s2386,Juan José Campanella
s2387,Adrian Teh
s2388,Ishaya Bako
s2389,
s2390,A. Raajdheep
s2391,
s2392,Fajar Bustomi
s2393,Nicholas Kharkongor
s2394,Spike Lee
s2395,
s2396,
s2397,
s2398,Michael McKay
s2399,Kitaro Kosaka
s2400,
s2401,
s2402,
s2403,Ali F. Mostafa
s2404,Ayman Makram
s2405,
s2406,Rob Seidenglanz
s2407,
s2408,George Gallo
s2409,
s2410,
s2411,Park Hoon-jung
s2412,Ry Russo-Young
s2413,Barbara Białowąs
s2414,Akhil Paul
s2415,Kanika Batra
s2416,
s2417,Michael Cristofer
s2418,
s2419,Mohamed Khan
s2420,Adriana Trigiani
s2421,Anurag Kashyap
s2422,Moses Inwang
s2423,
s2424,Phil Sgriccia
s2425,Olivier Megaton
s2426,
s2427,
s2428,Andaç Haznedaroğlu
s2429,Murat Kepez
s2430,Ahmed Nader Galal
s2431,Greta Gerwig
s2432,Sam Rega
s2433,
s2434,Wael Ehsan
s2435,Inas El-Degheidy
s2436,Wael Ehsan
s2437,Ahmed Al-Badry
s2438,Sameh Abdulaziz
s2439,Khaled Marei
s2440,Wael Ihsan
s2441,
s2442,Izidore K. Musallam
s2443,Sherif Arafa
s2444,Yasir Al Yasiri
s2445,
s2446,Safdar Rahman
s2447,Tomas Brickhill
s2448,
s2449,Hani Al-Shaibani
s2450,
s2451,
s2452,Mamoru Hosoda
s2453,
s2454,
s2455,James Franco
s2456,Niall Johnson
s2457,Michael Damian
s2458,Ahmed Zain
s2459,Angshuman Ghosh
s2460,
s2461,Youssef Chahine
s2462,
s2463,
s2464,Ahmed Zein
s2465,Ahmed Zein
s2466,Alejandro Montiel
s2467,
s2468,Fernando Frías de la Parra
s2469,Madeleine Parry
s2470,Yu Yang
s2471,Jesse Warn
s2472,Josh Safdie
s2473,
s2474,
s2475,Angga Dwimas Sasongko
s2476,Rano Karno
s2477,
s2478,Ramsey Nouah
s2479,Hiromasa Yonebayashi
s2480,Michael Showalter
s2481,Norm Hiscock
s2482,Rako Prijanto
s2483,Almunsif Alsuwaisi
s2484,Fouad Al Shatti
s2485,Fouad El-Mohandes
s2486,Andrés Feddersen
s2487,
s2488,Samir Al Asfory
s2489,Hussein Kamal
s2490,Hussein Kamal
s2491,Hassan AbdulSalam
s2492,Houssam El-Din Mustafa
s2493,Muhammad Fadl
s2494,Lonzo Nzekwe
s2495,Alex Timbers
s2496,
s2497,Rebecca Johnson
s2498,Ava DuVernay
s2499,Carlos Morett
s2500,
s2501,Megha Ramaswamy
s2502,Saeed Hamed
s2503,Sherif Arafa
s2504,Ahmed Al-Badry
s2505,Ali Ragab
s2506,Ahmad El-Badri
s2507,Ahmad El-Badri
s2508,Marcus Raboy
s2509,
s2510,Wael Ehsan
s2511,Ali Ragab
s2512,Haifaa Al-Mansour
s2513,Wael Ihsan
s2514,Ekene Som Mekwunye
s2515,
s2516,
s2517,Mohammed Alhmly
s2518,
s2519,
s2520,
s2521,Lucien Bourjeily
s2522,Laura Mañá
s2523,Ziad Doueiri
s2524,
s2525,
s2526,
s2527,
s2528,Sivaroj Kongsakul
s2529,
s2530,
s2531,
s2532,Fajar Bustomi
s2533,Fajar Bustomi
s2534,Salmeen AlMurry Amer
s2535,Mohit Suri
s2536,Obaid Alhmoudi
s2537,Julián Hernández
s2538,Adekunle Nodash Adejuyigbe
s2539,Sadeq Behbehani
s2540,Dylan Mohan Gray
s2541,Tyler Spindel
s2542,Hussein El Ansary
s2543,
s2544,Claire Scanlon
s2545,Vipul Amrutlal Shah
s2546,Rajkumar Santoshi
s2547,
s2548,Donick Cary
s2549,
s2550,Will Forbes
s2551,Francesco Amato
s2552,
s2553,
s2554,Damien Chazelle
s2555,
s2556,S.A. Zaidi
s2557,Hamad AlSarraf
s2558,He Xiaofeng
s2559,Rano Karno
s2560,Nadia Hallgren
s2561,Pedro Flores Maldonado
s2562,Joe DeMaio
s2563,Aaron Woodley
s2564,Lucas Margutti
s2565,Ashok Nanda
s2566,Hernán Guerschuny
s2567,Alex Ranarivelo
s2568,Fernando Ayllón
s2569,
s2570,
s2571,Shaun Paul Piccinino
s2572,Seth Barrish
s2573,Shaun Paul Piccinino
s2574,Brett Hedlund
s2575,
s2576,
s2577,Joe Robert Cole
s2578,Michelle Esrick
s2579,Olivier Abbou
s2580,Alex Woo
s2581,
s2582,Jeffrey Schwarz
s2583,Eric Darnell
s2584,
s2585,Craig Freimond
s2586,
s2587,
s2588,Shirish Kunder
s2589,
s2590,Mysskin
s2591,
s2592,Alice Wu
s2593,Bobby Farrelly
s2594,Joey So
s2595,Joey So
s2596,Joey So
s2597,Dennie Gordon
s2598,Michael M. Scott
s2599,
s2600,
s2601,
s2602,Bruno Garotti
s2603,Sion Sono
s2604,David Chuang
s2605,Chris Bolan
s2606,Yılmaz Erdoğan
s2607,
s2608,Omoni Oboli
s2609,
s2610,
s2611,Saravana Rajan
s2612,
s2613,Muharrem Gülmez
s2614,Sermiyan Midyat
s2615,Ahmed Yousry
s2616,Handan İpekçi
s2617,Kıvanç Baruönü
s2618,Ferzan Özpetek
s2619,Bedran Güzel
s2620,Ashraf Fayeq
s2621,Yılmaz Erdoğan
s2622,Yılmaz Erdoğan
s2623,Paul Munger
s2624,Ahmed Nader Galal
s2625,Matei Dima
s2626,Imtiaz Ali
s2627,Jonathan Augustin
s2628,
s2629,
s2630,Venky Kudumula
s2631,Khaled Marei
s2632,
s2633,Martin Scorsese
s2634,Amr Arafa
s2635,Michel Hazanavicius
s2636,Ahmed Saleh
s2637,Ahmed Medhat
s2638,Mohamed Yassin
s2639,Ahmed Nader Galal
s2640,
s2641,
s2642,
s2643,Chakri Toleti
s2644,
s2645,Neville Shah
s2646,
s2647,Upi Avianto
s2648,Upi Avianto
s2649,
s2650,Hanung Bramantyo
s2651,Yoon Sung-hyun
s2652,
s2653,Rachel Mason
s2654,Patryk Vega
s2655,Niyi Akinmolayan
s2656,Marc Vigil
s2657,Kris Pearn
s2658,
s2659,
s2660,Ryan Polito
s2661,
s2662,
s2663,
s2664,Anoop Sathyan
s2665,
s2666,
s2667,
s2668,Müfit Can Saçıntı
s2669,Julien Leclercq
s2670,
s2671,
s2672,Cüneyt Kaya
s2673,Greg Barker
s2674,Fernando González Molina
s2675,Leticia Jorge Romero
s2676,Adrien Lagier
s2677,
s2678,Ethan Coen
s2679,Jon M. Chu
s2680,Diego Pignataro
s2681,Ian Edelman
s2682,Ali Yorgancıoğlu
s2683,Digo Ricio
s2684,Emcy Joseph
s2685,
s2686,Kranthi Madhav
s2687,Matt D'Elia
s2688,Tope Oshin
s2689,Omoni Oboli
s2690,
s2691,Jeff Chan
s2692,
s2693,
s2694,Dean Craig
s2695,Grand Corps Malade
s2696,Jay Karas
s2697,Stefano Lodovichi
s2698,Alan Yang
s2699,
s2700,
s2701,Perci Intalan
s2702,M. Night Shyamalan
s2703,Chris Robinson
s2704,Eddie Mensore
s2705,Sean Baker
s2706,Padraig Reynolds
s2707,Yorgos Lanthimos
s2708,Ric Roman Waugh
s2709,
s2710,Michael Dowse
s2711,
s2712,Pablo Lejarreta
s2713,Armando Iannucci
s2714,Akira Saitoh
s2715,Haruka Fujita
s2716,Mukul Anand
s2717,Karan Malhotra
s2718,Rajiv Chilaka
s2719,
s2720,David Batra
s2721,Tarun Mansukhani
s2722,Ramesh Talwar
s2723,Mahesh Bhatt
s2724,Raj Khosla
s2725,Punit Malhotra
s2726,Mahesh Bhatt
s2727,Vinil Mathew
s2728,
s2729,Shashank Khaitan
s2730,Soham Shah
s2731,Karan Johar
s2732,Karan Johar
s2733,Nikkhil Advani
s2734,Shakun Batra
s2735,Karan Johar
s2736,Vikas Bahl
s2737,
s2738,Rajiv Chilaka
s2739,Prakash Mehra
s2740,
s2741,
s2742,Anand Ravichandran
s2743,
s2744,
s2745,Richard Claus
